"","Kingdom","Phylum","Class","Order","Family","Genus","Species",""
"ASV2341","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","NA","NA","NA","ASV2341"
"ASV1572","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","NA","ASV1572"
"ASV1421","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","NA","ASV1421"
"ASV1245","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","NA","ASV1245"
"ASV5523","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","NA","NA","NA","ASV5523"
"ASV2795","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","AqS1","NA","ASV2795"
"ASV1669","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV1669"
"ASV5610","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","NA","NA","NA","ASV5610"
"ASV1662","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","NA","NA","NA","ASV1662"
"ASV4983","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV4983"
"ASV4349","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","NA","ASV4349"
"ASV366","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","NA","NA","NA","ASV366"
"ASV4143","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","NA","NA","NA","ASV4143"
"ASV6455","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV6455"
"ASV1646","Bacteria","Proteobacteria","Gammaproteobacteria","UBA4486","NA","NA","NA","ASV1646"
"ASV4638","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23","NA","NA","NA","ASV4638"
"ASV1500","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV1500"
"ASV5067","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV5067"
"ASV6623","Bacteria","Proteobacteria","Gammaproteobacteria","SZB50","NA","NA","NA","ASV6623"
"ASV802","Bacteria","Proteobacteria","Gammaproteobacteria","SZB50","NA","NA","NA","ASV802"
"ASV5417","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","NA","NA","ASV5417"
"ASV2382","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiohalobacter","NA","ASV2382"
"ASV3798","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV3798"
"ASV2857","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV2857"
"ASV6810","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","NA","NA","NA","ASV6810"
"ASV1488","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Gven-F17","NA","NA","ASV1488"
"ASV4239","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Gven-F17","NA","NA","ASV4239"
"ASV4262","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Gven-F17","NA","NA","ASV4262"
"ASV3471","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","NA","NA","ASV3471"
"ASV5318","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania","NA","ASV5318"
"ASV2630","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","NA","NA","ASV2630"
"ASV3989","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","NA","NA","ASV3989"
"ASV2704","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","NA","NA","ASV2704"
"ASV4352","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","NA","NA","ASV4352"
"ASV6595","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","NA","NA","ASV6595"
"ASV4397","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV4397"
"ASV2285","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV2285"
"ASV1604","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","NA","NA","NA","ASV1604"
"ASV1395","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","NA","NA","NA","ASV1395"
"ASV3924","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","NA","NA","NA","ASV3924"
"ASV3840","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","NA","NA","NA","ASV3840"
"ASV989","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","NA","NA","NA","ASV989"
"ASV3792","Bacteria","Proteobacteria","Gammaproteobacteria","SS1-B-09-64","NA","NA","NA","ASV3792"
"ASV4626","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV4626"
"ASV5700","Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","ASV5700"
"ASV4964","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV4964"
"ASV2484","Bacteria","NA","NA","NA","NA","NA","NA","ASV2484"
"ASV2287","Bacteria","Desulfobacterota","NA","NA","NA","NA","NA","ASV2287"
"ASV7154","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","ASV7154"
"ASV661","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","ASV661"
"ASV3428","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","ASV3428"
"ASV1043","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","NA","NA","ASV1043"
"ASV1101","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","NA","NA","ASV1101"
"ASV1037","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","NA","NA","ASV1037"
"ASV4927","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","NA","NA","ASV4927"
"ASV4504","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","NA","ASV4504"
"ASV590","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","NA","ASV590"
"ASV1993","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","NA","NA","ASV1993"
"ASV1238","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","NA","NA","ASV1238"
"ASV4837","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Pseudenhygromyxa","NA","ASV4837"
"ASV4127","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Plesiocystis","pacifica","ASV4127"
"ASV99","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Plesiocystis","NA","ASV99"
"ASV5723","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","ASV5723"
"ASV3604","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","ASV3604"
"ASV2653","Bacteria","Myxococcota","Polyangia","VHS-B4-70","NA","NA","NA","ASV2653"
"ASV4857","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","NA","ASV4857"
"ASV6019","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfotalea","NA","ASV6019"
"ASV1838","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","NA","NA","ASV1838"
"ASV1280","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","NA","NA","ASV1280"
"ASV346","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","SEEP-SRB4","NA","ASV346"
"ASV2429","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","SEEP-SRB4","NA","ASV2429"
"ASV1147","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","SEEP-SRB4","NA","ASV1147"
"ASV2520","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","SEEP-SRB4","NA","ASV2520"
"ASV697","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus","NA","ASV697"
"ASV4833","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV4833"
"ASV534","Bacteria","Myxococcota","Polyangia","PS-B29","NA","NA","NA","ASV534"
"ASV4524","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV4524"
"ASV3867","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV3867"
"ASV5703","Bacteria","NA","NA","NA","NA","NA","NA","ASV5703"
"ASV3393","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV3393"
"ASV1773","Bacteria","SAR324 clade(Marine group B)","NA","NA","NA","NA","NA","ASV1773"
"ASV2343","Bacteria","Desulfobacterota","NA","NA","NA","NA","NA","ASV2343"
"ASV2034","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV2034"
"ASV6766","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV6766"
"ASV4183","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV4183"
"ASV2796","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV2796"
"ASV4606","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV4606"
"ASV2589","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV2589"
"ASV1111","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","NA","NA","NA","ASV1111"
"ASV4192","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV4192"
"ASV2961","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV2961"
"ASV5105","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV5105"
"ASV6675","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV6675"
"ASV5601","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV5601"
"ASV4138","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV4138"
"ASV2739","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV2739"
"ASV3438","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV3438"
"ASV4989","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV4989"
"ASV6184","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV6184"
"ASV1077","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV1077"
"ASV3977","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV3977"
"ASV1593","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV1593"
"ASV5126","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV5126"
"ASV5732","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV5732"
"ASV5264","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV5264"
"ASV4073","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV4073"
"ASV4840","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV4840"
"ASV812","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV812"
"ASV1862","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV1862"
"ASV3123","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV3123"
"ASV2615","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV2615"
"ASV1795","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV1795"
"ASV2367","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV2367"
"ASV2007","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV2007"
"ASV5889","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV5889"
"ASV2473","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV2473"
"ASV6110","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV6110"
"ASV2718","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","NA","ASV2718"
"ASV4273","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV4273"
"ASV2597","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus","NA","ASV2597"
"ASV2273","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV2273"
"ASV3680","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV3680"
"ASV5200","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus","NA","ASV5200"
"ASV2572","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV2572"
"ASV4387","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV4387"
"ASV6840","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV6840"
"ASV3245","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV3245"
"ASV3847","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV3847"
"ASV3541","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV3541"
"ASV2169","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV2169"
"ASV643","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV643"
"ASV181","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV181"
"ASV1322","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV1322"
"ASV817","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","ASV817"
"ASV4106","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","ASV4106"
"ASV873","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","ASV873"
"ASV1616","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","ASV1616"
"ASV1636","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","ASV1636"
"ASV1950","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","ASV1950"
"ASV6400","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","ASV6400"
"ASV2391","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","ASV2391"
"ASV3307","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","ASV3307"
"ASV6629","Bacteria","Myxococcota","Polyangia","Blfdi19","NA","NA","NA","ASV6629"
"ASV3963","Bacteria","Myxococcota","Polyangia","Blfdi19","NA","NA","NA","ASV3963"
"ASV1897","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV1897"
"ASV3504","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV3504"
"ASV3011","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV3011"
"ASV1297","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV1297"
"ASV5715","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV5715"
"ASV4779","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV4779"
"ASV2565","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV2565"
"ASV3121","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV3121"
"ASV3291","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV3291"
"ASV2333","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV2333"
"ASV5806","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV5806"
"ASV2626","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV2626"
"ASV5948","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV5948"
"ASV912","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV912"
"ASV1861","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV1861"
"ASV1360","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV1360"
"ASV4179","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV4179"
"ASV2306","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV2306"
"ASV5443","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV5443"
"ASV2444","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV2444"
"ASV4651","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV4651"
"ASV3852","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV3852"
"ASV4384","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV4384"
"ASV6371","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV6371"
"ASV5647","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV5647"
"ASV6152","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV6152"
"ASV2742","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV2742"
"ASV2377","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV2377"
"ASV3703","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV3703"
"ASV1513","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV1513"
"ASV1905","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV1905"
"ASV5693","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV5693"
"ASV3832","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV3832"
"ASV3827","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV3827"
"ASV5338","Bacteria","NB1-j","NA","NA","NA","NA","NA","ASV5338"
"ASV3096","Bacteria","Myxococcota","Polyangia","NA","NA","NA","NA","ASV3096"
"ASV3298","Bacteria","Myxococcota","Polyangia","Blfdi19","NA","NA","NA","ASV3298"
"ASV1966","Bacteria","Myxococcota","NA","NA","NA","NA","NA","ASV1966"
"ASV1677","Bacteria","Desulfobacterota","Desulfarculia","Desulfarculales","Desulfarculaceae","Desulfocarbo","NA","ASV1677"
"ASV1703","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV1703"
"ASV4218","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV4218"
"ASV2219","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV2219"
"ASV338","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV338"
"ASV7520","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV7520"
"ASV2411","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV2411"
"ASV698","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV698"
"ASV5879","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV5879"
"ASV5185","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV5185"
"ASV3317","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","ASV3317"
"ASV1989","Bacteria","Desulfobacterota","NA","NA","NA","NA","NA","ASV1989"
"ASV2672","Bacteria","NA","NA","NA","NA","NA","NA","ASV2672"
"ASV5641","Bacteria","Bdellovibrionota","Oligoflexia","053A03-B-DI-P58","NA","NA","NA","ASV5641"
"ASV2173","Bacteria","Desulfobacterota","Desulfuromonadia","NA","NA","NA","NA","ASV2173"
"ASV2405","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","NA","ASV2405"
"ASV6559","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","NA","ASV6559"
"ASV3490","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","NA","ASV3490"
"ASV5676","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","NA","ASV5676"
"ASV5361","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","NA","ASV5361"
"ASV4385","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","NA","ASV4385"
"ASV3292","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","NA","ASV3292"
"ASV3402","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfatitalea","NA","ASV3402"
"ASV4848","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","NA","NA","ASV4848"
"ASV2974","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","NA","ASV2974"
"ASV5128","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","NA","ASV5128"
"ASV5252","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","NA","NA","ASV5252"
"ASV3035","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","NA","NA","NA","ASV3035"
"ASV198","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfotignum","NA","ASV198"
"ASV2218","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfotignum","NA","ASV2218"
"ASV1416","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","NA","NA","ASV1416"
"ASV1678","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoconvexum","NA","ASV1678"
"ASV1001","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfospira","NA","ASV1001"
"ASV95","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","NA","NA","ASV95"
"ASV7035","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","NA","NA","ASV7035"
"ASV1697","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","NA","NA","ASV1697"
"ASV5619","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","NA","NA","ASV5619"
"ASV5739","Bacteria","NA","NA","NA","NA","NA","NA","ASV5739"
"ASV3839","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","NA","NA","ASV3839"
"ASV530","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","NA","NA","ASV530"
"ASV1825","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","NA","NA","ASV1825"
"ASV3344","Bacteria","NA","NA","NA","NA","NA","NA","ASV3344"
"ASV450","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Pseudobacteriovorax","NA","ASV450"
"ASV2996","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","NA","NA","ASV2996"
"ASV1374","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV1374"
"ASV4358","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax","NA","ASV4358"
"ASV3249","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV3249"
"ASV2679","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV2679"
"ASV5473","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV5473"
"ASV4464","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","NA","NA","ASV4464"
"ASV4912","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax","NA","ASV4912"
"ASV4934","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","NA","NA","ASV4934"
"ASV6745","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","NA","NA","ASV6745"
"ASV1522","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","NA","NA","ASV1522"
"ASV5955","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV5955"
"ASV2312","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV2312"
"ASV3546","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV3546"
"ASV5261","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV5261"
