"","Kingdom","Phylum","Class","Order","Family","Genus","Species",""
"ASV3274","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV3274"
"ASV2981","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV2981"
"ASV4113","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV4113"
"ASV3700","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV3700"
"ASV1375","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV1375"
"ASV4139","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4139"
"ASV804","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV804"
"ASV3023","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3023"
"ASV183","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV183"
"ASV2748","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2748"
"ASV2749","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","NA","NA","NA","ASV2749"
"ASV3674","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV3674"
"ASV7161","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV7161"
"ASV1296","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV1296"
"ASV5013","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV5013"
"ASV931","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV931"
"ASV3608","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3608"
"ASV4342","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4342"
"ASV6035","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV6035"
"ASV1199","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1199"
"ASV1832","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1832"
"ASV1519","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1519"
"ASV1200","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1200"
"ASV2118","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2118"
"ASV2811","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","NA","ASV2811"
"ASV270","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","NA","ASV270"
"ASV7366","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV7366"
"ASV4889","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4889"
"ASV1011","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1011"
"ASV744","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV744"
"ASV4510","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4510"
"ASV1753","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1753"
"ASV3530","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3530"
"ASV2075","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2075"
"ASV2121","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2121"
"ASV2923","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2923"
"ASV6183","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV6183"
"ASV1386","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1386"
"ASV4564","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","NA","ASV4564"
"ASV6105","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV6105"
"ASV2089","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2089"
"ASV6865","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV6865"
"ASV3525","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3525"
"ASV2824","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2824"
"ASV1480","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1480"
"ASV2326","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2326"
"ASV1571","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1571"
"ASV3182","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3182"
"ASV1880","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1880"
"ASV995","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","NA","ASV995"
"ASV2223","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","NA","ASV2223"
"ASV435","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","NA","ASV435"
"ASV260","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","NA","ASV260"
"ASV2395","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","NA","ASV2395"
"ASV57","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV57"
"ASV2511","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV2511"
"ASV3676","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV3676"
"ASV2605","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV2605"
"ASV610","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV610"
"ASV145","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV145"
"ASV777","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV777"
"ASV1784","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV1784"
"ASV501","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV501"
"ASV227","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV227"
"ASV1186","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV1186"
"ASV1992","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV1992"
"ASV3749","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","NA","ASV3749"
"ASV129","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV129"
"ASV467","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Imperialibacter","NA","ASV467"
"ASV1377","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Imperialibacter","NA","ASV1377"
"ASV4436","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4436"
"ASV3356","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3356"
"ASV2226","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2226"
"ASV2330","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2330"
"ASV4360","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV4360"
"ASV271","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","NA","NA","NA","ASV271"
"ASV5474","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","NA","NA","ASV5474"
"ASV2176","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","NA","NA","NA","ASV2176"
"ASV934","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV934"
"ASV42","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV42"
"ASV146","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV146"
"ASV1337","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV1337"
"ASV642","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Persicobacter","diffluens","ASV642"
"ASV1212","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Persicobacter","psychrovividus","ASV1212"
"ASV4727","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV4727"
"ASV3119","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV3119"
"ASV2087","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV2087"
"ASV4468","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV4468"
"ASV6123","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV6123"
"ASV4381","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV4381"
"ASV5018","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV5018"
"ASV5006","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV5006"
"ASV2648","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV2648"
"ASV6637","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV6637"
"ASV5799","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV5799"
"ASV6916","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV6916"
"ASV4509","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV4509"
"ASV5621","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV5621"
"ASV1358","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Flexithrix","NA","ASV1358"
"ASV172","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Flexithrix","NA","ASV172"
"ASV5591","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Flexithrix","NA","ASV5591"
"ASV4032","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Flexithrix","NA","ASV4032"
"ASV226","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Flexithrix","NA","ASV226"
"ASV7006","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV7006"
"ASV2204","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Sediminitomix","NA","ASV2204"
"ASV889","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Sediminitomix","NA","ASV889"
"ASV1969","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Sediminitomix","flava","ASV1969"
"ASV4901","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Sediminitomix","NA","ASV4901"
"ASV1415","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Flammeovirga","NA","ASV1415"
"ASV4182","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","NA","NA","ASV4182"
"ASV5325","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","NA","NA","ASV5325"
"ASV5989","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV5989"
"ASV6555","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","NA","NA","NA","ASV6555"
"ASV423","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Costertonia","NA","ASV423"
"ASV258","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Costertonia","NA","ASV258"
"ASV7152","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Costertonia","NA","ASV7152"
"ASV1704","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1704"
"ASV622","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV622"
"ASV434","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV434"
"ASV3619","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV3619"
"ASV165","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV165"
"ASV1805","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1805"
"ASV826","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV826"
"ASV653","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV653"
"ASV1707","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1707"
"ASV3915","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV3915"
"ASV490","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV490"
"ASV907","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV907"
"ASV883","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV883"
"ASV1893","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1893"
"ASV340","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV340"
"ASV5381","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV5381"
"ASV104","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV104"
"ASV956","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV956"
"ASV2086","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV2086"
"ASV4818","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV4818"
"ASV5981","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV5981"
"ASV1218","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1218"
"ASV1483","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flagellimonas","NA","ASV1483"
"ASV171","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flagellimonas","NA","ASV171"
"ASV1293","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1293"
"ASV939","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV939"
"ASV2009","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiibacterium","NA","ASV2009"
"ASV4187","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV4187"
"ASV313","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV313"
"ASV91","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV91"
"ASV1194","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1194"
"ASV3612","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV3612"
"ASV3502","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV3502"
"ASV1725","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1725"
"ASV4083","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV4083"
"ASV205","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NA","NA","ASV205"
"ASV1828","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1828"
"ASV190","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV190"
"ASV1946","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1946"
"ASV152","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV152"
"ASV431","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV431"
"ASV412","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV412"
"ASV4165","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV4165"
"ASV307","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","pacifica","ASV307"
"ASV1559","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","NA","ASV1559"
"ASV2209","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Sungkyunkwania","NA","ASV2209"
"ASV2612","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NA","NA","ASV2612"
"ASV2149","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NA","NA","ASV2149"
"ASV4758","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","NA","ASV4758"
"ASV1133","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ascidiimonas","NA","ASV1133"
"ASV1092","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NA","NA","ASV1092"
"ASV1587","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","NA","ASV1587"
"ASV719","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiivirga","NA","ASV719"
"ASV3926","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","NA","ASV3926"
"ASV790","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","NA","ASV790"
"ASV7344","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","NA","ASV7344"
"ASV2808","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea","ASV2808"
"ASV1171","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Nonlabens","NA","ASV1171"
"ASV4532","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Nonlabens","spongiae","ASV4532"
"ASV2700","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","NA","ASV2700"
"ASV839","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","NA","ASV839"
"ASV6824","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","NA","ASV6824"
"ASV685","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","NA","ASV685"
"ASV897","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","NA","ASV897"
"ASV1729","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea","NA","ASV1729"
"ASV1281","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea","NA","ASV1281"
"ASV678","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea","NA","ASV678"
"ASV1292","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea","NA","ASV1292"
"ASV6338","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea","NA","ASV6338"
"ASV1527","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea","NA","ASV1527"
"ASV5553","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea","NA","ASV5553"
"ASV1059","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NA","NA","ASV1059"
"ASV4552","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","NA","ASV4552"
